what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1374722927315
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1374722928232
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374722928751
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1374722941333
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1374722941953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374722945673
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374722946384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374722949748
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1374722951240
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374722959507
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374722973880
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1374722976107
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374722984025
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374722985833
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374722987915
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374722991765
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374722995231
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374722995312
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.open.editor",1374722995323
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374722998970
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374722998970
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374723006569
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1374723008819
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374723012532
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374723014400
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374723024847
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374723029290
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374723029819
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.open.editor",1374723029845
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723038281
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723055812
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374723068156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1374723070228
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1374723076713
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374723076958
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723078987
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723101690
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1374723103321
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723106872
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723107883
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723108661
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723207000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723210159
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723252961
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723253800
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723264891
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374723267062
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1374723269724
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723273392
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723277463
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374723278519
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1374723282275
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1374723285339
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1374723286220
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1374723289578
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374723290474
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723291984
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723298786
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1374723301569
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723305252
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723317950
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723318824
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723324827
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1374723362275
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374723367207
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374723378124
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374723382340
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374723387987
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723388762
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374723404685
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374723406764
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374723411617
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1374723413021
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374723413207
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1374723418231
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1374723419683
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1374723421478
